age_rating,app_rating,category,compatibility,languages,name,price,rank,rating_count,size
4+,4.0,"
                  Business
                ","Requires iOS 11.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Afrikaans, Arabic, Bengali, Burmese, Central Kurdish, Chinese, Croatian, Czech, Danish, Dutch, Finnish, French, German, Greek, Gujarati, Hebrew, Hindi, Hungarian, Indonesian, Italian, Japanese, Korean, Malay, Malayalam, Marathi, Norwegian Bokmål, Polish, Portuguese, Punjabi, Romanian, Russian, Simplified Chinese, Slovak, Spanish, Swahili, Swedish, Tagalog, Tamil, Telugu, Thai, Traditional Chinese, Turkish, Urdu, Vietnamese",Call Recorder & Voice Memo,Free,110,325 Ratings,95.9 MB
4+,4.9,"
                  Business
                ","Requires iOS 12.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Danish, Dutch, Finnish, French, German, Hindi, Italian, Japanese, Korean, Norwegian Bokmål, Polish, Portuguese, Russian, Simplified Chinese, Spanish, Swedish, Traditional Chinese, Turkish",Box — Cloud Content Management,Free,101,1.1K Ratings,119.6 MB
4+,3.3,"
                  Business
                ","Requires iOS 8.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Bulgarian, Croatian, Czech, Danish, Dutch, Estonian, Finnish, French, German, Greek, Hebrew, Hungarian, Italian, Japanese, Korean, Norwegian Bokmål, Polish, Portuguese, Romanian, Russian, Serbian, Simplified Chinese, Slovak, Slovenian, Spanish, Swedish, Thai, Traditional Chinese, Turkish, Vietnamese",iVMS-4500 lite,Free,99,41 Ratings,40.9 MB
4+,4.9,"
                  Business
                ","Requires iOS 12.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Czech, Danish, Dutch, Finnish, French, German, Italian, Japanese, Korean, Norwegian Bokmål, Polish, Portuguese, Russian, Simplified Chinese, Spanish, Swedish, Traditional Chinese, Turkish",Adobe Scan: PDF & Card Scanner,Free,31,4.9K Ratings,131.7 MB
4+,4.6,"
                  Business
                ","Requires iOS 10.0 and watchOS 2.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Danish, Dutch, French, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Swedish, Traditional Chinese, Turkish",Cisco Webex Meetings,Free,99,1.1K Ratings,171.3 MB
4+,4.4,"
                  Business
                ","Requires iOS 9.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Indonesian",Kalibrr Job Search,Free,19,2.6K Ratings,71.4 MB
4+,4.6,"
                  Business
                ","Requires iOS 12.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Czech, Dutch, Finnish, French, German, Hungarian, Italian, Japanese, Norwegian Bokmål, Polish, Portuguese, Russian, Simplified Chinese, Spanish, Swedish, Thai, Traditional Chinese, Turkish, Ukrainian, Vietnamese",Trello — organize anything!,Free,44,123 Ratings,128.2 MB
4+,4.7,"
                  Business
                ","Requires iOS 9.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Indonesian, Thai",Deliveree - Delivery Logistics,Free,20,107 Ratings,141.9 MB
4+,4.6,"
                  Business
                ","Requires iOS 11.1 or later. Compatible with iPhone, iPad and iPod touch.","English, French, German, Japanese, Portuguese, Spanish",Slack,Free,42,89 Ratings,175 MB
4+,4.7,"
                  Business
                ","Requires iOS 9.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Dutch, French, German, Indonesian, Italian, Japanese, Polish, Portuguese, Russian, Spanish, Swedish, Thai, Traditional Chinese, Turkish, Ukrainian",Trovit Jobs,Free,,10 Ratings,85.3 MB
4+,3.4,"
                  Business
                ",Requires iOS 9.0 or later. Compatible with iPhone.,"English, Indonesian",PLN Mobile,Free,20,260 Ratings,65.8 MB
4+,4.7,"
                  Business
                ","Requires iOS 12.0 and watchOS 3.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Arabic, French, German, Hebrew, Hindi, Italian, Japanese, Russian, Simplified Chinese, Spanish, Thai",OfficeSuite & PDF editor,Free,23,1.5K Ratings,179.8 MB
4+,4.4,"
                  Business
                ","Requires iOS 10.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Arabic, Bulgarian, Catalan, Chinese (Hong Kong), Croatian, Czech, Danish, Dutch, Estonian, Finnish, French, German, Greek, Hebrew, Hindi, Hungarian, Indonesian, Italian, Japanese, Korean, Latvian, Lithuanian, Malay, Norwegian Bokmål, Polish, Portuguese, Romanian, Russian, Serbian, Simplified Chinese, Slovak, Slovenian, Spanish, Swedish, Tagalog, Thai, Traditional Chinese, Turkish, Ukrainian, Vietnamese",Google Ads,Free,69,33 Ratings,304.7 MB
17+,3.5,"
                  Business
                ","Requires iOS 8.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Arabic, Czech, Dutch, French, German, Greek, Hebrew, Hungarian, Indonesian, Italian, Japanese, Polish, Portuguese, Russian, Simplified Chinese, Spanish, Thai, Traditional Chinese, Turkish, Vietnamese",EagleEyes-lite,Free,116,79 Ratings,54.8 MB
4+,4.8,"
                  Business
                ","Requires iOS 10.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Afrikaans, Amharic, Arabic, Basque, Bengali, Bulgarian, Catalan, Chinese (Hong Kong), Croatian, Czech, Danish, Dutch, Estonian, Filipino, Finnish, French, Galician, German, Greek, Gujarati, Hebrew, Hindi, Hungarian, Icelandic, Indonesian, Italian, Japanese, Kannada, Korean, Latvian, Lithuanian, Malay, Malayalam, Marathi, Norwegian, Norwegian Bokmål, Persian, Polish, Portuguese, Romanian, Russian, Serbian, Simplified Chinese, Slovak, Slovenian, Spanish, Swahili, Swedish, Tamil, Telugu, Thai, Traditional Chinese, Turkish, Ukrainian, Urdu, Vietnamese, Zulu",Google My Business,Free,17,2.7K Ratings,199.9 MB
4+,4.6,"
                  Business
                ","Requires iOS 11.0 or later. Compatible with iPhone, iPad and iPod touch.",English,Watercolour Logo Maker,Free,27,927 Ratings,107.8 MB
4+,4.7,"
                  Business
                ","Requires iOS 9.0 and watchOS 3.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Japanese, Korean, Simplified Chinese",Awesome Voice Recorder,Free,32,501 Ratings,72.6 MB
4+,1.5,"
                  Business
                ","Requires iOS 9.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Arabic, French, German, Indonesian, Italian, Korean, Russian, Simplified Chinese, Spanish, Turkish",Speedin - Fast & Security VPN,Free,,2 Ratings,29.7 MB
4+,4.7,"
                  Business
                ","Requires iOS 11.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Arabic, French, German, Italian, Japanese, Portuguese, Russian, Simplified Chinese, Spanish, Turkish",ScanGuru: PDF Docs Scan,Free,6,2.8K Ratings,65.7 MB
4+,4.8,"
                  Business
                ","Requires iOS 11.0 or later. Compatible with iPhone, iPad and iPod touch.","English, French, German, Italian, Japanese, Korean, Malay, Portuguese, Russian, Simplified Chinese, Spanish, Swedish, Thai, Traditional Chinese, Turkish, Vietnamese",Magic Eraser Background Editor,Free,11,4.1K Ratings,27.1 MB
4+,4.8,"
                  Business
                ","Requires iOS 7.0 or later. Compatible with iPhone, iPad and iPod touch.","English, French, German, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Traditional Chinese",ZOOM Cloud Meetings,Free,15,479 Ratings,112.5 MB
4+,3.7,"
                  Business
                ","Requires iOS 9.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Czech, Danish, Dutch, Finnish, French, German, Greek, Indonesian, Italian, Japanese, Korean, Malay, Norwegian Bokmål, Polish, Portuguese, Russian, Simplified Chinese, Spanish, Swedish, Thai, Traditional Chinese, Turkish, Vietnamese",Facebook Pages Manager,Free,40,115 Ratings,343.9 MB
4+,3.7,"
                  Business
                ","Requires iOS 9.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Arabic, French, Hebrew, Italian, Portuguese, Russian, Spanish, Traditional Chinese",Secret Apps Photo Locker,Free,84,53 Ratings,32.6 MB
4+,4.5,"
                  Business
                ","Requires iOS 8.0 or later. Compatible with iPhone, iPad and iPod touch.",English,LinkedIn SlideShare,Free,45,152 Ratings,50.1 MB
4+,4.5,"
                  Business
                ","Requires iOS 8.0 or later. Compatible with iPhone, iPad and iPod touch.",English,Photo Collage Maker – Pic InstaCollage Stitch Grid,Free,46,706 Ratings,28.8 MB
4+,5.0,"
                  Business
                ","Requires iOS 7.0 or later. Compatible with iPhone, iPad and iPod touch.","English, French, German, Italian, Japanese, Spanish",BES12 Client,Free,,1 Rating,22.1 MB
4+,4.9,"
                  Business
                ","Requires iOS 10.0 or later. Compatible with iPhone, iPad and iPod touch.",English,jobsDB Job Search,Free,22,3.5K Ratings,41.7 MB
4+,4.7,"
                  Business
                ","Requires iOS 10.0 or later. Compatible with iPhone 5S, iPhone 6, iPhone 6 Plus, iPhone 6S, iPhone 6S Plus, iPhone SE, iPhone 7, iPhone 7 Plus, iPhone 8, iPhone 8 Plus, iPhone X, iPhone XS, iPhone XS Max, iPhone XR, iPhone 11, iPhone 11 Pro, iPhone 11 Pro Max, iPad Air, iPad Air Wi-Fi + Cellular, iPad mini 2, iPad mini 2 Wi-Fi + Cellular, iPad Air 2, iPad Air 2 Wi-Fi + Cellular, iPad mini 3, iPad mini 3 Wi-Fi + Cellular, iPad mini 4, iPad mini 4 Wi-Fi + Cellular, iPad Pro (12.9-inch), iPad Pro (12.9-inch) Wi-Fi + Cellular, iPad Pro (9.7‑inch), iPad Pro (9.7-inch) Wi‑Fi + Cellular, iPad (5th generation), iPad (5th generation) Wi‑Fi + Cellular, iPad Pro (12.9‑inch) (2nd generation), iPad Pro (12.9‑inch) (2nd generation) Wi‑Fi + Cellular, iPad Pro (10.5‑inch), iPad Pro (10.5-inch) Wi‑Fi + Cellular, iPad (6th generation), iPad Wi-Fi + Cellular (6th generation), iPad Pro (11-inch), iPad Pro (11-inch) Wi-Fi + Cellular, iPad Pro (12.9-inch) (3rd generation), iPad Pro (12.9-inch) (3rd generation) Wi-Fi + Cellular, iPad mini (5th generation), iPad mini (5th generation) Wi-Fi + Cellular, iPad Air (3rd generation), iPad Air (3rd generation) Wi-Fi + Cellular, iPad (7th generation), iPad (7th generation) Wi-Fi + Cellular and iPod touch.","English, Afrikaans, Arabic, Bengali, Burmese, Central Kurdish, Chinese, Croatian, Czech, Danish, Dutch, Finnish, French, German, Greek, Gujarati, Hebrew, Hindi, Hungarian, Indonesian, Italian, Japanese, Korean, Malay, Malayalam, Marathi, Norwegian Bokmål, Polish, Portuguese, Punjabi, Romanian, Russian, Simplified Chinese, Slovak, Spanish, Swahili, Swedish, Tagalog, Tamil, Telugu, Thai, Traditional Chinese, Turkish, Urdu, Vietnamese",Scanner PDF – scan document,Free,12,5.2K Ratings,79.5 MB
17+,4.7,"
                  Business
                ","Requires iOS 9.0 and watchOS 2.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Arabic, French, German, Indonesian, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Thai, Traditional Chinese, Turkish, Vietnamese",Documents (Office Docs),Free,171,842 Ratings,51.4 MB
4+,4.5,"
                  Business
                ","Requires iOS 9.0 or later. Compatible with iPhone, iPad and iPod touch.","English, French, Portuguese, Russian, Simplified Chinese, Spanish",Split Cam - Collage Grid Maker,Free,187,202 Ratings,37.1 MB
4+,2.1,"
                  Business
                ","Requires iOS 8.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Indonesian, Simplified Chinese",J&T Express,Free,7,427 Ratings,110.3 MB
12+,4.8,"
                  Business
                ","Requires iOS 10.0 and watchOS 2.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Arabic, Danish, Dutch, French, German, Hebrew, Indonesian, Italian, Japanese, Korean, Polish, Portuguese, Russian, Simplified Chinese, Spanish, Thai, Traditional Chinese, Turkish, Vietnamese",Alibaba.com B2B Trade App,Free,10,10.9K Ratings,240.1 MB
12+,4.7,"
                  Business
                ","Requires iOS 9.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Afrikaans, Arabic, Bulgarian, Catalan, Chinese, Croatian, Czech, Dutch, Estonian, Finnish, French, Galician, Georgian, German, Greek, Hebrew, Hindi, Hungarian, Indonesian, Italian, Japanese, Korean, Latvian, Lithuanian, Malay, Norwegian Bokmål, Polish, Portuguese, Romanian, Russian, Serbian, Simplified Chinese, Slovak, Spanish, Swedish, Thai, Turkish, Ukrainian",Zello Walkie Talkie,Free,18,360 Ratings,74 MB
4+,1.4,"
                  Business
                ","Requires iOS 9.0 or later. Compatible with iPhone, iPad and iPod touch.",English,Layanan Paspor Online,Free,2,1.5K Ratings,131.9 MB
4+,4.7,"
                  Business
                ","Requires iOS 11.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Arabic, Czech, Danish, Dutch, Finnish, French, German, Greek, Hebrew, Hungarian, Indonesian, Italian, Japanese, Korean, Malay, Norwegian Bokmål, Polish, Portuguese, Romanian, Russian, Simplified Chinese, Spanish, Swedish, Thai, Traditional Chinese, Turkish, Ukrainian, Vietnamese",Indeed Job Search,Free,18,2.5K Ratings,48.8 MB
4+,4.8,"
                  Business
                ","Requires iOS 11.0 or later. Compatible with iPhone, iPad and iPod touch.","English, French, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Thai, Traditional Chinese, Turkish, Vietnamese",Scanner for Me: Scan documents,Free,14,17.5K Ratings,265.4 MB
4+,4.8,"
                  Business
                ","Requires iOS 9.0 and watchOS 2.1 or later. Compatible with iPhone, iPad and iPod touch.","English, Afrikaans, Arabic, Catalan, Danish, Dutch, Finnish, French, German, Greek, Hebrew, Hindi, Hungarian, Indonesian, Italian, Japanese, Korean, Malay, Norwegian, Portuguese, Russian, Simplified Chinese, Spanish, Swedish, Thai, Traditional Chinese, Turkish, Ukrainian, Vietnamese",Logo Maker,Free,56,752 Ratings,230.1 MB
12+,4.8,"
                  Business
                ",Requires iOS 8.0 or later. Compatible with iPhone.,"English, Arabic, Bengali, Catalan, Croatian, Czech, Danish, Dutch, Finnish, French, German, Greek, Gujarati, Hebrew, Hindi, Hungarian, Indonesian, Irish, Italian, Japanese, Korean, Malay, Marathi, Norwegian Bokmål, Persian, Polish, Portuguese, Romanian, Russian, Simplified Chinese, Slovak, Spanish, Swedish, Thai, Traditional Chinese, Turkish, Ukrainian, Urdu, Vietnamese",WhatsApp Business,Free,1,22.8K Ratings,153.3 MB
4+,4.7,"
                  Business
                ","Requires iOS 9.0 or later. Compatible with iPhone, iPad and iPod touch.",English,JobStreet,Free,5,2.7K Ratings,28.9 MB
4+,4.8,"
                  Business
                ","Requires iOS 11.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Dutch, French, German, Hindi, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Swedish, Traditional Chinese",Scanner App: PDF Document Scan,Free,3,14.8K Ratings,144.1 MB
4+,2.1,"
                  Business
                ","Requires iOS 10.0 or later. Compatible with iPhone, iPad and iPod touch.",English,myIndiHome,Free,4,3.4K Ratings,64.1 MB
4+,,"
                  Books
                ","Requires iOS 9.0 or later. Compatible with iPhone, iPad and iPod touch.",English,The Little Mermaid Game Book,Free,,,95.5 MB
4+,2.1,"
                  Business
                ","Requires iOS 9.3 or later. Compatible with iPhone, iPad and iPod touch.","English, French, German, Indonesian, Italian, Japanese, Korean, Malay, Portuguese, Russian, Simplified Chinese, Spanish, Thai, Traditional Chinese, Turkish, Vietnamese",LINE@,Free,9,907 Ratings,125.9 MB
4+,4.0,"
                  Books
                ","Requires iOS 5.1.1 or later. Compatible with iPhone, iPad and iPod touch.",English,Cerita Anak: Kisah Persahabatan Angsa,Free,,1 Rating,42.8 MB
4+,4.8,"
                  Business
                ","Requires iOS 12.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Czech, Danish, Dutch, Finnish, French, German, Italian, Japanese, Korean, Norwegian Bokmål, Polish, Portuguese, Russian, Simplified Chinese, Spanish, Swedish, Traditional Chinese, Turkish",Adobe Acrobat Reader for PDF,Free,8,5.8K Ratings,227.7 MB
12+,3.6,"
                  Books
                ","Requires iOS 9.0 or later. Compatible with iPhone, iPad and iPod touch.",English,Manga Reader - Manga Offline,Free,,7 Ratings,32.2 MB
17+,4.7,"
                  Books
                ","Requires iOS 9.0 or later. Compatible with iPhone, iPad and iPod touch.",English,GALATEA - Immersive Stories,Free,117,96 Ratings,57.3 MB
4+,4.0,"
                  Books
                ","Requires iOS 11.4 or later. Compatible with iPhone, iPad and iPod touch.",English,Thai Dictionary +,Free,,3 Ratings,107.1 MB
4+,4.2,"
                  Books
                ","Requires iOS 2.2.1 or later. Compatible with iPhone, iPad and iPod touch.",English,This is Mohammad,Free,,12 Ratings,49.1 MB
4+,1.2,"
                  Books
                ","Requires iOS 9.0 or later. Compatible with iPhone, iPad and iPod touch.","English, French, German, Italian, Japanese, Korean, Spanish",Adobe Digital Editions,Free,,5 Ratings,77.9 MB
4+,3.4,"
                  Books
                ","Requires iOS 2.2.1 or later. Compatible with iPhone, iPad and iPod touch.",Japanese,"Talking Picture Book ""Sophie's Story""",Free,,30 Ratings,898.9 KB
